TIPO_ELECCION;ANIO;MES;COD_CAND;SIGLAS_CAND;DENOM_CAND;COD_NPROV;COD_NAUT;COD_NNAC
02;2015;12;000497;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000501;PSOE;PARTIDO SOCIALISTA OBRERO ESPAÑOL;903484;903484;903484
02;2015;12;000502;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000506;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000508;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000509;PSOE;PARTIDO SOCIALISTA OBRERO ESPAÑOL;903484;903484;903484
02;2015;12;000510;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000511;EUPV-UPeC;UNITAT POPULAR:ESQUERRA UNIDA DEL PAÍS VALENCIÀ, U;904850;904850;904850
02;2015;12;000519;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000521;VOX;VOX;904688;904688;904688
02;2015;12;000524;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000525;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000526;C's;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;901079;901079;901079
02;2015;12;000527;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000530;PODEMOS-AHA;PODEMOS/AHAL DUGU;903736;903736;903736
02;2015;12;000531;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000537;PSOE;PARTIDO SOCIALISTA OBRERO ESPAÑOL;903484;903484;903484
02;2015;12;000540;PP;PARTIDO POPULAR;903316;903316;903316
02;2015;12;000546;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000548;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000551;CANARIAS DE;CANARIAS DECIDE: LOS VERDES, UNIDAD DEL PUEBLO Y A;904714;904714;904714
02;2015;12;000554;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000560;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;904223;904223;904223
02;2015;12;000561;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000562;ERC-CATSI;ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ;905063;905063;905063
02;2015;12;000563;PP;PARTIDO POPULAR;903316;903316;903316
02;2015;12;000565;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000566;EH Bildu;EUSKAL HERRIA BILDU (EH Bildu);901528;901528;901528
02;2015;12;000568;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000569;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000570;PREPAL;PARTIDO REGIONALISTA DEL PAÍS LEONÉS;903377;903377;903377
02;2015;12;000578;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000580;PP;PARTIDO POPULAR;903316;903316;903316
02;2015;12;000581;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000583;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000584;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000585;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000588;DL;DEMOCRÀCIA I LLIBERTAT. CONVERGÈNCIA. DEMÒCRATES.;904991;904991;904991
02;2015;12;000589;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000593;EB;ESCAÑOS EN BLANCO;901471;901471;901471
02;2015;12;000594;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL (PACM;902744;902744;902744
02;2015;12;000595;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000596;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000600;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000602;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000607;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000608;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000609;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000610;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000614;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000615;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000616;PSdeG-PSOE;PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE;904805;904805;903484
02;2015;12;000620;C's;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;901079;901079;901079
02;2015;12;000623;IU-CHA-UPeC;UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA;904850;904850;904850
02;2015;12;000624;FE de las J;FALANGE ESPAÑOLA DE LAS JONS;901543;901543;901543
02;2015;12;000625;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000626;C's;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;901079;901079;901079
02;2015;12;000627;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000629;SAIn;SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA;903985;903985;903985
02;2015;12;000630;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000633;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000635;PT;PARTIDO DA TERRA;902829;902829;902829
02;2015;12;000636;P-LIB;PARTIDO LIBERTARIO;903237;903237;903237
02;2015;12;000637;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000638;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000639;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000640;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000642;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000643;C's;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;901079;901079;901079
02;2015;12;000644;EB;ESCAÑOS EN BLANCO;901471;901471;901471
02;2015;12;000646;EL PI;EL PI - PROPOSTA PER LES ILLES;901412;901412;901412
02;2015;12;000648;VOX;VOX;904688;904688;904688
02;2015;12;000649;CILUS;CIUDADANOS LIBRES UNIDOS;901033;901033;901033
02;2015;12;000652;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000654;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000658;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000660;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000661;PSOE;PARTIDO SOCIALISTA OBRERO ESPAÑOL;903484;903484;903484
02;2015;12;000663;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000665;IU-UPeC;UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA;904850;904850;904850
02;2015;12;000668;C's;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;901079;901079;901079
02;2015;12;000669;PREPAL;PARTIDO REGIONALISTA DEL PAÍS LEONÉS;903377;903377;903377
02;2015;12;000672;VOX;VOX;904688;904688;904688
02;2015;12;000674;CCa-PNC;COALICIÓN CANARIA-PARTIDO NACIONALISTA CANARIO;904744;904744;904744
02;2015;12;000676;PP;PARTIDO POPULAR;903316;903316;903316
02;2015;12;000677;VOX;VOX;904688;904688;904688
02;2015;12;000682;IU-UPeC;UNIDAD POPULAR- ORAIN BATERA:EZKER ANITZA-IZQUIERD;904850;904850;904850
02;2015;12;000686;PP;PARTIDO POPULAR;903316;903316;903316
02;2015;12;000687;FE de las J;FALANGE ESPAÑOLA DE LAS JONS;901543;901543;901543
02;2015;12;000690;IULV-CA, UP;UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCA;904850;904850;904850
02;2015;12;000691;PH;PARTIDO HUMANISTA;903047;903047;903047
02;2015;12;000696;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000701;P-LIB;PARTIDO LIBERTARIO;903237;903237;903237
02;2015;12;000705;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000706;IULV-CA,UPe;UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCA;904850;904850;904850
02;2015;12;000707;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000708;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000711;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000712;VOX;VOX;904688;904688;904688
02;2015;12;000715;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000718;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000719;P-LIB;PARTIDO LIBERTARIO;903237;903237;903237
02;2015;12;000720;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000724;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000725;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000729;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000733;EB;ESCAÑOS EN BLANCO;901471;901471;901471
02;2015;12;000734;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000738;C's;CIUDADANOS, PARTIDO DE LA CIUDADANÍA;901079;901079;901079
02;2015;12;000740;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000744;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000745;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000748;PODEMOS-AHA;PODEMOS-AHAL DUGU;903736;903736;903736
02;2015;12;000749;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000755;PP;PARTIDO POPULAR;903316;903316;903316
02;2015;12;000757;EB - AZ;ESCAÑOS EN BLANCO - AULKI ZURIAK;901471;901471;901471
02;2015;12;000760;IFem;INICIATIVA FEMINISTA;902171;902171;902171
02;2015;12;000761;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000762;DL;DEMOCRÀCIA I LLIBERTAT. CONVERGÈNCIA. DEMÒCRATES.;904991;904991;904991
02;2015;12;000764;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000765;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000766;IULV-CA, UP;UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCA;904850;904850;904850
02;2015;12;000768;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000771;IU-B-UPeC;UNIDAD POPULAR-ORAIN BATERA:IZQUIERDA UNIDA, BATZA;904850;904850;904850
02;2015;12;000777;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000779;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000780;PREPAL;PARTIDO REGIONALISTA DEL PAÍS LEONÉS;903377;903377;903377
02;2015;12;000783;PH;PARTIDO HUMANISTA;903047;903047;903047
02;2015;12;000785;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000786;VOX;VOX;904688;904688;904688
02;2015;12;000787;SAIn;SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA;903985;903985;903985
02;2015;12;000789;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000790;EU-eX;EXTREMADURA UNIDA-EXTREMEÑOS;904896;904896;904896
02;2015;12;000795;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000796;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000798;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000804;UPeC-IU-IZC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000806;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000807;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000809;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000811;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000815;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000816;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000818;VOX;VOX;904688;904688;904688
02;2015;12;000820;VOX;VOX;904688;904688;904688
02;2015;12;000823;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000824;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000825;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000830;AJU;ANDALUCES DE JAÉN UNIDOS;904713;904713;904713
02;2015;12;000831;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000832;UNIDAD POPU;UNIDAD POPULAR-IZQUIERDA UNIDA;904850;904850;904850
02;2015;12;000833;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000835;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000836;X LA IZQUIE;X LA IZQUIERDA-LOS VERDES;904917;904917;904917
02;2015;12;000837;ERC-CATSÍ;ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ;905063;905063;905063
02;2015;12;000838;EB;ESCAÑOS EN BLANCO;901471;901471;901471
02;2015;12;000839;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000840;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000843;IU-CHA-UPeC;UNIDAD POPULAR EN ARAGÓN: IZQUIERDA UNIDA, CHUNTA;904850;904850;904850
02;2015;12;000844;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000847;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000851;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000852;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA-UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000853;EB-AZ;ESCAÑOS EN BLANCO-AULKI ZURIAK;901471;901471;901471
02;2015;12;000856;NÓS;NÓS-CANDIDATURA GALEGA (BNG-CG-FOGA-PCPG-PG);905026;905026;905026
02;2015;12;000865;Ln;LIBERTAD NAVARRA, LIBERTATE NAFARRA;902394;902394;902394
02;2015;12;000867;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000868;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000870;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000872;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000874;SAIn;SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA;903985;903985;903985
02;2015;12;000876;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000878;PP;PARTIDO POPULAR;903316;903316;903316
02;2015;12;000882;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000884;FE de las J;FALANGE ESPAÑOLA DE LAS JONS;901543;901543;901543
02;2015;12;000885;EU-eX;EXTREMADURA UNIDA-EXTREMEÑOS;904896;904896;904896
02;2015;12;000888;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000889;PODEMOS;PODEMOS;903736;903736;903736
02;2015;12;000893;EUPV-UPeC;UNITAT POPULAR: ESQUERRA UNIDA DEL PAÍS VALENCIÀ,;904850;904850;904850
02;2015;12;000894;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000895;P-LIB;PARTIDO LIBERTARIO;903237;903237;903237
02;2015;12;000897;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000898;SAIn;SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA;903985;903985;903985
02;2015;12;000900;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000902;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;000903;Ln;LIBERTAD NAVARRA, LIBERTATE NAFARRA (Ln);902394;902394;902394
02;2015;12;000904;UPB: IU-UPe;UNITAT POPULAR BALEARS: IZQUIERDA UNIDA, UNIDAD PO;904850;904850;904850
02;2015;12;000907;CENTRO MODE;LOS VERDES-ECOPACIFISTAS;902442;902442;902442
02;2015;12;000913;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000914;VOX;VOX;904688;904688;904688
02;2015;12;000917;PT;PARTIDO DA TERRA;902829;902829;902829
02;2015;12;000918;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000919;CCD;CIUDADANOS DE CENTRO DEMOCRÁTICO;900993;900993;900993
02;2015;12;000920;PACMA;PARTIDO ANIMALISTA CONTRA O MALTRATO ANIMAL;902744;902744;902744
02;2015;12;000923;PP;PARTIDO POPULAR;903316;903316;903316
02;2015;12;000925;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000927;SOMVAL;SOM VALENCIANS;904003;904003;904003
02;2015;12;000928;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;903520;903520;902816
02;2015;12;000930;DN;DEMOCRACIA NACIONAL;901335;901335;901335
02;2015;12;000931;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000936;PH;PARTIDO HUMANISTA;903047;903047;903047
02;2015;12;000937;EN COMÚ;EN COMÚ PODEM;905033;905033;905033
02;2015;12;000938;EN COMÚ;EN COMÚ PODEM;905033;905033;905033
02;2015;12;000939;EH Bildu;EUSKAL HERRIA BILDU;901528;901528;901528
02;2015;12;000943;IULV-CA, UP;UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCA;904850;904850;904850
02;2015;12;000948;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000949;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000950;NÓS;NÓS-CANDIDATURA GALEGA (BNG-CG-FOGA-PCPG-PG);905026;905026;905026
02;2015;12;000952;IULV-CA, UP;UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCA;904850;904850;904850
02;2015;12;000953;PH;PARTIDO HUMANISTA;903047;903047;903047
02;2015;12;000955;NÓS;NÓS-CANDIDATURA GALEGA (BNG-CG-FOGA-PCPG-PG);905026;905026;905026
02;2015;12;000956;VOX;VOX;904688;904688;904688
02;2015;12;000960;PODEMOS-COM;COMPROMÍS-PODEMOS-ÉS EL MOMENT;905008;905008;905008
02;2015;12;000961;EB;ESCONS EN BLANC/ESCAÑOS EN BLANCO;901471;901471;901471
02;2015;12;000967;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000968;UPYD;UNIÓN PROGRESO Y DEMOCRACIA;904475;904475;904475
02;2015;12;000969;VOX;VOX;904688;904688;904688
02;2015;12;000974;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA. UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000980;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000982;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;000987;VOX;VOX;904688;904688;904688
02;2015;12;000988;IFem;INICIATIVA FEMINISTA;902171;902171;902171
02;2015;12;000992;+MAS+;MUERTE AL SISTEMA;902601;902601;902601
02;2015;12;000995;PFyV;PARTIDO FAMILIA Y VIDA;901550;901550;901550
02;2015;12;000996;JS,PC;JUSTIZIA SOCIAL, PARTICIPACIÓN CIUDADANA;904964;904964;904964
02;2015;12;000997;VOX;VOX;904688;904688;904688
02;2015;12;000998;IU-UPeC;UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN;904850;904850;904850
02;2015;12;001001;DN;DEMOCRACIA NACIONAL;901335;901335;901335
02;2015;12;001002;RECORTES CE;RECORTES CERO-GRUPO VERDE;904911;904911;904911
02;2015;12;001008;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;903520;903520;902816
02;2015;12;001009;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;902744;902744;902744
02;2015;12;001013;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;001014;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;902816;902816;902816
02;2015;12;000002;CANARIAS DE;CANARIAS DECIDE: LOS VERDES, UNIDAD DEL PUEBLO Y A;904714;904714;904714
02;2015;12;000003;PSOE;PARTIDO SOCIALISTA OBRERO ESPAÑOL;903484;903484;903484
02;2015;12;000007;PP;PARTIDO POPULAR;903316;903316;903316
02;2015;12;000008;PP;PARTIDO POPULAR;903316;903316;903316
02;2015;12;000009;PCPE;PARTIT COMUNISTA DELS POBLES D¿ESPANYA;902816;902816;902816
02;2015;12;000010;PSOE;PARTIDO SOCIALISTA OBRERO ESPAÑOL;903484;903484;903484
02;2015;12;000011;C's;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;901079;901079;901079
02;2015;12;000012;C's;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;901079;901079;901079
02;2015;12;000013;PSOE;PARTIDO SOCIALISTA OBRERO ESPAÑOL;903484;903484;903484
02;2015;12;000014;C's;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;901079;901079;901079
